id,name,city,age,friend_name,hobbies
14,Robert,Los Angeles,49,Sarah,"Movie Watching, Playing Cards"
14,Robert,Los Angeles,49,Kevin,"Golf, Running, Cooking"
15,Grace,Chicago,98,Joe,"Traveling, Genealogy"
15,Grace,Chicago,98,Mateo,"Golf, Podcasts"
15,Grace,Chicago,98,Mateo,"Reading, Cooking"
16,Michael,New Orleans,78,Amelia,"Running, Housework, Gardening"
16,Michael,New Orleans,78,Michael,"Writing, Golf"
16,Michael,New Orleans,78,Leo,"Running, Church Activities"
16,Michael,New Orleans,78,Elijah,"Volunteer Work, Eating Out"
16,Michael,New Orleans,78,Mateo,"Socializing, Watching Sports, Collecting"
16,Michael,New Orleans,78,Levi,"Eating Out, Walking"
17,Mateo,Palm Springs,19,Emily,"Playing Cards, Walking"
17,Mateo,Palm Springs,19,Sophie,"Gardening, Board Games, Volunteer Work"
17,Mateo,Palm Springs,19,Camila,"Board Games, Dancing"
17,Mateo,Palm Springs,19,John,"Golf, Playing Cards, Music"
18,Levi,Chicago,38,Emma,"Tennis, Eating Out"
18,Levi,Chicago,38,Emma,"Writing, Reading, Eating Out"
18,Levi,Chicago,38,Daniel,"Collecting, Video Games"
18,Levi,Chicago,38,Evy,"Shopping, Walking"
18,Levi,Chicago,38,Sophie,"Dancing, Volunteer Work"
18,Levi,Chicago,38,Mia,"Podcasts, Woodworking, Martial Arts"
19,Luke,New York City,49,Leo,"Writing, Playing Cards, Housework"
19,Luke,New York City,49,Emma,"Gardening, Running"
19,Luke,New York City,49,Sarah,"Golf, Music"
19,Luke,New York City,49,Jack,"Board Games, Socializing, Writing"
19,Luke,New York City,49,Jack,"Movie Watching, Writing, Fishing"
19,Luke,New York City,49,Michael,"Golf, Jewelry Making, Yoga"
20,Camila,New Orleans,69,Kevin,"Video Games, Collecting, Painting"
20,Camila,New Orleans,69,Grace,"Reading, Volunteer Work"
21,Amelia,Charleston,70,John,"Quilting, Volunteer Work"
21,Amelia,Charleston,70,Leo,"Painting, Podcasts"
22,Victoria,Miami Beach,50,Mia,"Cooking, Team Sports"
22,Victoria,Miami Beach,50,Lucas,"Team Sports, Genealogy"
23,Kevin,Miami Beach,93,Jack,"Bicycling, Fishing"
23,Kevin,Miami Beach,93,Sophie,"Martial Arts, Genealogy, Tennis"
23,Kevin,Miami Beach,93,Chloe,Yoga
24,Daniel,Saint Augustine,43,Sarah,"Calligraphy, Martial Arts, Music"
24,Daniel,Saint Augustine,43,Evy,"Walking, Bicycling"
24,Daniel,Saint Augustine,43,Kevin,"Collecting, Golf"
24,Daniel,Saint Augustine,43,Mia,"Podcasts, Walking"
25,Olivia,Austin,46,Mia,"Podcasts, Housework"
25,Olivia,Austin,46,Robert,"Golf, Volunteer Work"
25,Olivia,Austin,46,Michelle,"Eating Out, Music"
25,Olivia,Austin,46,Elijah,"Eating Out, Genealogy, Reading"
26,Michael,Palm Springs,62,Sarah,"Socializing, Playing Cards"
26,Michael,Palm Springs,62,Daniel,"Playing Cards, Shopping, Collecting"
26,Michael,Palm Springs,62,Chloe,"Music, Movie Watching"
26,Michael,Palm Springs,62,Zoey,"Volunteer Work, Calligraphy, Jewelry Making"
27,Kevin,San Antonio,97,Sarah,"Television, Quilting, Team Sports"
27,Kevin,San Antonio,97,Oliver,"Shopping, Martial Arts"
28,Oliver,Honolulu,79,Charlotte,"Housework, Jewelry Making"
28,Oliver,Honolulu,79,Isabella,"Volunteer Work, Movie Watching"
28,Oliver,Honolulu,79,Ava,"Traveling, Bicycling"
28,Oliver,Honolulu,79,Chris,"Shopping, Church Activities, Dancing"
28,Oliver,Honolulu,79,Sarah,"Reading, Movie Watching"
28,Oliver,Honolulu,79,Daniel,"Socializing, Collecting, Cooking"
29,Levi,Miami Beach,46,Ava,"Housework, Video Games, Walking"
29,Levi,Miami Beach,46,Elijah,"Golf, Volunteer Work, Painting"
29,Levi,Miami Beach,46,Lucas,"Writing, Martial Arts, Television"
30,Michael,Seattle,18,Oliver,"Shopping, Woodworking"
30,Michael,Seattle,18,Emma,"Yoga, Genealogy, Traveling"
30,Michael,Seattle,18,Evy,"Eating Out, Church Activities, Calligraphy"
30,Michael,Seattle,18,Noah,"Board Games, Television"
31,Isabella,Savannah,65,Jack,"Church Activities, Housework, Martial Arts"
31,Isabella,Savannah,65,Oliver,"Calligraphy, Cooking"
31,Isabella,Savannah,65,Grace,"Volunteer Work, Podcasts, Tennis"
32,Chris,Las Vegas,31,Levi,"Shopping, Fishing"
32,Chris,Las Vegas,31,Nora,"Dancing, Quilting"
32,Chris,Las Vegas,31,Levi,"Reading, Eating Out"
32,Chris,Las Vegas,31,Zoey,"Traveling, Golf, Genealogy"
32,Chris,Las Vegas,31,Mia,"Video Games, Shopping, Walking"
33,Kevin,Portland,51,Olivia,"Running, Calligraphy"
33,Kevin,Portland,51,Amelia,"Tennis, Genealogy"
34,Sophie,New York City,25,Levi,"Video Games, Board Games, Podcasts"
34,Sophie,New York City,25,Joe,"Calligraphy, Video Games, Martial Arts"
35,John,Orlando,67,Nora,"Podcasts, Skiing & Snowboarding, Quilting"
35,John,Orlando,67,Jack,"Tennis, Socializing, Music"
35,John,Orlando,67,Camila,"Walking, Church Activities, Quilting"
35,John,Orlando,67,Grace,"Team Sports, Cooking"
35,John,Orlando,67,Isabella,"Skiing & Snowboarding, Dancing, Painting"
35,John,Orlando,67,Ava,"Tennis, Bicycling"
36,Emily,New York City,82,Emma,"Church Activities, Writing"
36,Emily,New York City,82,Luke,"Running, Calligraphy, Tennis"
36,Emily,New York City,82,Robert,"Dancing, Socializing"
36,Emily,New York City,82,Amelia,"Genealogy, Calligraphy, Tennis"
37,Amelia,New Orleans,28,Victoria,"Traveling, Skiing & Snowboarding"
37,Amelia,New Orleans,28,Luke,"Martial Arts, Cooking, Dancing"
37,Amelia,New Orleans,28,Olivia,"Bicycling, Walking, Podcasts"
37,Amelia,New Orleans,28,Elijah,"Traveling, Volunteer Work, Collecting"
38,Victoria,Austin,71,Noah,"Yoga, Shopping"
38,Victoria,Austin,71,Evy,"Eating Out, Writing, Shopping"
38,Victoria,Austin,71,Camila,"Volunteer Work, Team Sports"
38,Victoria,Austin,71,Lucas,"Volunteer Work, Board Games, Running"
39,Mia,Honolulu,63,Sophie,"Volunteer Work, Housework, Bicycling"
39,Mia,Honolulu,63,Evy,"Woodworking, Golf"
39,Mia,Honolulu,63,Ava,"Martial Arts, Skiing & Snowboarding, Dancing"
39,Mia,Honolulu,63,Joe,"Collecting, Watching Sports"
39,Mia,Honolulu,63,Camila,"Television, Socializing, Skiing & Snowboarding"
39,Mia,Honolulu,63,Robert,"Martial Arts, Woodworking, Reading"
40,Daniel,Las Vegas,50,Kevin,"Bicycling, Housework"
40,Daniel,Las Vegas,50,Evy,"Woodworking, Collecting"
41,Luke,Nashville,84,Lucas,"Fishing, Shopping"
41,Luke,Nashville,84,Victoria,"Church Activities, Martial Arts, Television"
41,Luke,Nashville,84,Charlotte,"Church Activities, Walking"
41,Luke,Nashville,84,Evy,"Calligraphy, Writing"
41,Luke,Nashville,84,Liam,"Movie Watching, Board Games"
42,Joe,Orlando,28,Sophie,"Board Games, Music"
42,Joe,Orlando,28,Camila,"Woodworking, Yoga, Music"
42,Joe,Orlando,28,Jack,"Team Sports, Bicycling"
43,Robert,Boston,89,Mia,"Team Sports, Church Activities, Martial Arts"
43,Robert,Boston,89,Elijah,"Housework, Collecting"
43,Robert,Boston,89,Zoey,"Watching Sports, Golf, Podcasts"
43,Robert,Boston,89,Sarah,"Volunteer Work, Team Sports"
43,Robert,Boston,89,Chloe,"Yoga, Walking"
43,Robert,Boston,89,Mateo,"Running, Painting, Television"
44,Mateo,Palm Springs,75,Sarah,"Socializing, Walking, Painting"
44,Mateo,Palm Springs,75,Sophie,"Skiing & Snowboarding, Bicycling, Eating Out"
44,Mateo,Palm Springs,75,Zoey,"Podcasts, Socializing, Calligraphy"
44,Mateo,Palm Springs,75,Olivia,"Dancing, Volunteer Work"
44,Mateo,Palm Springs,75,Mia,"Watching Sports, Yoga, Martial Arts"
44,Mateo,Palm Springs,75,Mateo,"Housework, Genealogy"
45,Michelle,Portland,64,Ava,"Watching Sports, Shopping"
45,Michelle,Portland,64,John,"Martial Arts, Video Games, Fishing"
46,Emma,Portland,47,Zoey,"Yoga, Music, Bicycling"
46,Emma,Portland,47,Olivia,"Traveling, Movie Watching, Gardening"
47,Elijah,Chicago,96,Kevin,"Video Games, Watching Sports, Eating Out"
47,Elijah,Chicago,96,Kevin,"Housework, Tennis, Playing Cards"
47,Elijah,Chicago,96,Liam,Cooking
47,Elijah,Chicago,96,Kevin,"Genealogy, Housework"
48,Elijah,Seattle,30,Kevin,"Socializing, Eating Out"
48,Elijah,Seattle,30,Olivia,"Martial Arts, Golf, Cooking"
48,Elijah,Seattle,30,Daniel,"Gardening, Bicycling, Television"
49,Sophie,Palm Springs,84,Victoria,"Podcasts, Martial Arts"
49,Sophie,Palm Springs,84,Nora,"Volunteer Work, Bicycling, Reading"
49,Sophie,Palm Springs,84,Noah,"Television, Watching Sports, Traveling"
49,Sophie,Palm Springs,84,Victoria,"Bicycling, Woodworking, Tennis"
50,Sophie,Chicago,52,Chris,"Collecting, Dancing, Cooking"
50,Sophie,Chicago,52,Emma,"Watching Sports, Dancing, Tennis"
50,Sophie,Chicago,52,Joe,"Board Games, Skiing & Snowboarding"
50,Sophie,Chicago,52,Jack,"Calligraphy, Running"
50,Sophie,Chicago,52,John,"Quilting, Golf, Gardening"
50,Sophie,Chicago,52,John,"Watching Sports, Jewelry Making"
51,Nora,Lahaina,79,Elijah,"Skiing & Snowboarding, Martial Arts"
51,Nora,Lahaina,79,Kevin,"Volunteer Work, Running, Tennis"
51,Nora,Lahaina,79,Michael,"Skiing & Snowboarding, Quilting, Fishing"
52,Chris,Miami Beach,59,Amelia,"Video Games, Traveling, Cooking"
52,Chris,Miami Beach,59,Kevin,"Shopping, Calligraphy"
52,Chris,Miami Beach,59,Luke,"Playing Cards, Housework"
52,Chris,Miami Beach,59,Chloe,"Painting, Housework, Shopping"
53,Kevin,Boston,88,Zoey,Dancing
53,Kevin,Boston,88,Liam,"Traveling, Martial Arts"
53,Kevin,Boston,88,Robert,"Woodworking, Collecting"
53,Kevin,Boston,88,Elijah,"Collecting, Running"
53,Kevin,Boston,88,Daniel,"Dancing, Traveling"
53,Kevin,Boston,88,Emily,"Fishing, Quilting, Team Sports"
54,Grace,Miami Beach,62,Joe,"Church Activities, Music"
54,Grace,Miami Beach,62,Emily,"Genealogy, Watching Sports, Woodworking"
54,Grace,Miami Beach,62,Chris,"Team Sports, Skiing & Snowboarding"
54,Grace,Miami Beach,62,Grace,"Yoga, Music, Running"
55,Chloe,Lahaina,97,Emily,"Genealogy, Team Sports, Skiing & Snowboarding"
55,Chloe,Lahaina,97,Joe,"Movie Watching, Television"
56,Zoey,Saint Augustine,75,Luke,"Bicycling, Martial Arts"
56,Zoey,Saint Augustine,75,Emma,"Music, Cooking"
57,Sophie,Boston,26,Levi,"Writing, Yoga, Movie Watching"
57,Sophie,Boston,26,Noah,"Board Games, Martial Arts, Shopping"
57,Sophie,Boston,26,Camila,"Jewelry Making, Skiing & Snowboarding, Fishing"
58,Emma,Seattle,40,Victoria,"Traveling, Bicycling"
58,Emma,Seattle,40,Michelle,"Skiing & Snowboarding, Bicycling, Watching Sports"
58,Emma,Seattle,40,Michael,"Board Games, Watching Sports"
58,Emma,Seattle,40,Daniel,"Yoga, Shopping"
59,Luke,San Diego,44,Mia,"Calligraphy, Writing"
59,Luke,San Diego,44,Michelle,"Podcasts, Movie Watching, Playing Cards"
59,Luke,San Diego,44,Charlotte,"Bicycling, Golf, Walking"
60,Chloe,Austin,23,Camila,"Martial Arts, Golf"
60,Chloe,Austin,23,Sarah,"Writing, Martial Arts, Jewelry Making"
60,Chloe,Austin,23,Amelia,"Video Games, Bicycling, Eating Out"
60,Chloe,Austin,23,Sophie,"Socializing, Collecting, Traveling"
60,Chloe,Austin,23,Olivia,"Team Sports, Woodworking, Collecting"
60,Chloe,Austin,23,Elijah,"Yoga, Music, Skiing & Snowboarding"
61,Nora,Orlando,83,Zoey,"Board Games, Woodworking"
61,Nora,Orlando,83,Emma,"Board Games, Traveling"
61,Nora,Orlando,83,Nora,"Bicycling, Golf"
61,Nora,Orlando,83,Leo,"Church Activities, Golf, Socializing"
61,Nora,Orlando,83,Oliver,"Running, Dancing"
61,Nora,Orlando,83,Amelia,"Board Games, Volunteer Work"
62,Kevin,Saint Augustine,76,Lucas,"Playing Cards, Skiing & Snowboarding"
62,Kevin,Saint Augustine,76,Grace,"Movie Watching, Calligraphy, Socializing"
62,Kevin,Saint Augustine,76,Ava,"Podcasts, Yoga, Quilting"
63,Amelia,Honolulu,84,Grace,"Golf, Reading"
63,Amelia,Honolulu,84,Luke,"Genealogy, Martial Arts"
63,Amelia,Honolulu,84,Lucas,"Gardening, Music"
63,Amelia,Honolulu,84,Isabella,"Board Games, Music"
63,Amelia,Honolulu,84,Noah,"Cooking, Eating Out, Quilting"
63,Amelia,Honolulu,84,Levi,"Movie Watching, Church Activities, Shopping"
64,Joe,San Francisco,37,Michelle,"Skiing & Snowboarding, Dancing"
64,Joe,San Francisco,37,John,"Running, Podcasts, Woodworking"
65,Chloe,Palm Springs,60,Lucas,"Movie Watching, Walking"
65,Chloe,Palm Springs,60,Grace,"Volunteer Work, Socializing"
65,Chloe,Palm Springs,60,Daniel,"Church Activities, Gardening"
65,Chloe,Palm Springs,60,Michael,"Walking, Team Sports, Martial Arts"
66,Leo,New Orleans,97,Ava,"Martial Arts, Woodworking, Quilting"
66,Leo,New Orleans,97,Chloe,"Fishing, Genealogy, Writing"
66,Leo,New Orleans,97,Nora,"Traveling, Woodworking"
66,Leo,New Orleans,97,Victoria,"Church Activities, Cooking"
66,Leo,New Orleans,97,Camila,"Video Games, Housework"
67,Robert,Austin,19,Joe,"Writing, Yoga"
67,Robert,Austin,19,Emma,"Writing, Socializing"
68,Robert,Orlando,65,Mateo,"Board Games, Cooking"
68,Robert,Orlando,65,Noah,"Collecting, Housework, Skiing & Snowboarding"
69,Mateo,New Orleans,95,Chloe,"Painting, Eating Out, Walking"
69,Mateo,New Orleans,95,Nora,"Bicycling, Jewelry Making, Woodworking"
69,Mateo,New Orleans,95,Jack,"Cooking, Gardening"
69,Mateo,New Orleans,95,Liam,"Reading, Collecting, Podcasts"
69,Mateo,New Orleans,95,Noah,"Housework, Team Sports"
69,Mateo,New Orleans,95,Emily,"Dancing, Yoga"
70,Jack,Boston,76,Ava,"Martial Arts, Volunteer Work, Team Sports"
70,Jack,Boston,76,Kevin,"Traveling, Bicycling"
70,Jack,Boston,76,Lucas,"Podcasts, Jewelry Making, Dancing"
70,Jack,Boston,76,Michelle,"Gardening, Shopping, Genealogy"
70,Jack,Boston,76,Michelle,"Writing, Tennis"
71,Liam,Savannah,37,Michelle,"Painting, Volunteer Work"
71,Liam,Savannah,37,Kevin,"Dancing, Fishing"
71,Liam,Savannah,37,Olivia,"Television, Running"
71,Liam,Savannah,37,Robert,"Fishing, Eating Out"
71,Liam,Savannah,37,John,Skiing & Snowboarding
71,Liam,Savannah,37,Chloe,"Church Activities, Calligraphy, Writing"
72,Daniel,Los Angeles,63,Evy,"Television, Dancing"
72,Daniel,Los Angeles,63,Kevin,"Walking, Socializing, Writing"
73,Olivia,Boston,89,Ava,"Fishing, Playing Cards"
73,Olivia,Boston,89,Noah,"Movie Watching, Board Games"
74,Amelia,Orlando,40,Kevin,"Golf, Reading, Shopping"
74,Amelia,Orlando,40,Liam,"Writing, Woodworking"
74,Amelia,Orlando,40,Amelia,"Movie Watching, Music"
74,Amelia,Orlando,40,Grace,"Jewelry Making, Bicycling"
75,Camila,New Orleans,65,Mateo,"Yoga, Reading, Team Sports"
75,Camila,New Orleans,65,Mateo,"Board Games, Shopping"
75,Camila,New Orleans,65,Leo,"Woodworking, Martial Arts"
75,Camila,New Orleans,65,Jack,"Television, Calligraphy, Playing Cards"
75,Camila,New Orleans,65,Liam,"Fishing, Martial Arts"
76,Jack,Orlando,42,Daniel,"Podcasts, Collecting"
76,Jack,Orlando,42,Robert,"Running, Shopping, Quilting"
76,Jack,Orlando,42,Chris,"Martial Arts, Golf, Quilting"
76,Jack,Orlando,42,Amelia,"Eating Out, Bicycling, Golf"
76,Jack,Orlando,42,Olivia,"Skiing & Snowboarding, Church Activities"
77,Leo,Lahaina,46,Robert,"Traveling, Watching Sports"
77,Leo,Lahaina,46,Daniel,"Video Games, Music"
77,Leo,Lahaina,46,Michael,"Video Games, Gardening"
77,Leo,Lahaina,46,Emma,"Painting, Television"
77,Leo,Lahaina,46,Sarah,"Dancing, Tennis"
78,Kevin,San Antonio,19,Leo,"Traveling, Television"
78,Kevin,San Antonio,19,Victoria,"Fishing, Collecting, Gardening"
78,Kevin,San Antonio,19,Mia,"Skiing & Snowboarding, Watching Sports, Martial Arts"
79,Leo,Sedona,56,Mateo,"Board Games, Reading"
79,Leo,Sedona,56,Grace,"Reading, Fishing, Woodworking"
79,Leo,Sedona,56,Mia,"Gardening, Woodworking"
79,Leo,Sedona,56,Noah,"Video Games, Television, Eating Out"
80,Charlotte,Orlando,73,Camila,"Golf, Collecting"
80,Charlotte,Orlando,73,Evy,"Shopping, Yoga, Genealogy"
80,Charlotte,Orlando,73,Charlotte,"Yoga, Volunteer Work"
81,Robert,Chicago,52,Noah,"Church Activities, Woodworking, Traveling"
81,Robert,Chicago,52,Liam,"Board Games, Socializing"
81,Robert,Chicago,52,Liam,"Housework, Music, Calligraphy"
81,Robert,Chicago,52,Zoey,"Shopping, Fishing, Walking"
81,Robert,Chicago,52,Grace,"Dancing, Yoga"
82,Kevin,Palm Springs,75,Oliver,"Running, Traveling"
82,Kevin,Palm Springs,75,Luke,"Socializing, Martial Arts, Running"
83,Evy,Palm Springs,51,Michael,"Writing, Podcasts"
83,Evy,Palm Springs,51,Noah,"Yoga, Quilting, Fishing"
83,Evy,Palm Springs,51,Sophie,Painting
83,Evy,Palm Springs,51,Olivia,"Martial Arts, Shopping, Podcasts"
83,Evy,Palm Springs,51,Camila,"Reading, Collecting"
83,Evy,Palm Springs,51,Noah,"Socializing, Housework"
84,Daniel,Saint Augustine,57,Emily,"Walking, Painting, Reading"
84,Daniel,Saint Augustine,57,Oliver,"Team Sports, Board Games"
84,Daniel,Saint Augustine,57,Levi,"Jewelry Making, Eating Out, Volunteer Work"
84,Daniel,Saint Augustine,57,Zoey,"Movie Watching, Video Games"
84,Daniel,Saint Augustine,57,Sophie,"Watching Sports, Walking, Martial Arts"
85,Olivia,Charleston,63,Oliver,"Reading, Playing Cards"
85,Olivia,Charleston,63,Mia,"Running, Shopping"
85,Olivia,Charleston,63,John,"Writing, Walking, Tennis"
86,Amelia,Seattle,96,Daniel,"Dancing, Eating Out"
86,Amelia,Seattle,96,Levi,"Bicycling, Dancing"
86,Amelia,Seattle,96,Daniel,"Writing, Shopping, Tennis"
86,Amelia,Seattle,96,Michelle,"Board Games, Walking, Housework"
86,Amelia,Seattle,96,Chloe,"Genealogy, Dancing, Podcasts"
86,Amelia,Seattle,96,Joe,"Movie Watching, Cooking, Housework"
87,Luke,Seattle,26,Isabella,"Traveling, Walking, Team Sports"
87,Luke,Seattle,26,Amelia,"Writing, Housework, Volunteer Work"
87,Luke,Seattle,26,Elijah,"Golf, Yoga"
87,Luke,Seattle,26,Levi,"Volunteer Work, Eating Out"
87,Luke,Seattle,26,Kevin,"Yoga, Genealogy, Volunteer Work"
87,Luke,Seattle,26,Levi,"Tennis, Television"
88,Chris,Nashville,34,Kevin,"Podcasts, Team Sports, Traveling"
88,Chris,Nashville,34,Elijah,"Television, Woodworking, Cooking"
88,Chris,Nashville,34,Evy,"Podcasts, Genealogy, Calligraphy"
88,Chris,Nashville,34,Victoria,"Fishing, Church Activities, Collecting"
88,Chris,Nashville,34,Camila,"Television, Writing"
88,Chris,Nashville,34,Michelle,"Yoga, Running"
89,Michelle,Honolulu,85,Isabella,"Calligraphy, Gardening"
89,Michelle,Honolulu,85,Chloe,"Shopping, Playing Cards, Tennis"
89,Michelle,Honolulu,85,Evy,"Watching Sports, Cooking, Golf"
89,Michelle,Honolulu,85,Elijah,"Writing, Tennis, Playing Cards"
90,Lucas,Los Angeles,78,Emma,"Woodworking, Painting, Television"
90,Lucas,Los Angeles,78,Lucas,"Bicycling, Volunteer Work"
90,Lucas,Los Angeles,78,Grace,"Dancing, Running"
91,Sophie,St. Louis,86,Joe,"Socializing, Music"
91,Sophie,St. Louis,86,Zoey,"Running, Playing Cards"
91,Sophie,St. Louis,86,Elijah,Dancing
92,Victoria,Saint Augustine,33,Leo,"Socializing, Fishing"
92,Victoria,Saint Augustine,33,Emily,"Video Games, Watching Sports"
92,Victoria,Saint Augustine,33,Luke,Martial Arts
92,Victoria,Saint Augustine,33,Oliver,"Traveling, Quilting, Television"
92,Victoria,Saint Augustine,33,Charlotte,"Gardening, Cooking, Housework"
93,Michael,New Orleans,82,Jack,"Bicycling, Board Games, Movie Watching"
93,Michael,New Orleans,82,Liam,"Painting, Writing, Bicycling"
94,Michael,Seattle,49,John,"Collecting, Playing Cards, Cooking"
94,Michael,Seattle,49,Sarah,"Fishing, Walking, Movie Watching"
95,Victoria,Branson,48,Amelia,"Painting, Volunteer Work, Socializing"
95,Victoria,Branson,48,Evy,"Skiing & Snowboarding, Volunteer Work"
95,Victoria,Branson,48,Amelia,"Genealogy, Reading, Yoga"
95,Victoria,Branson,48,Sophie,"Movie Watching, Golf, Television"
95,Victoria,Branson,48,Charlotte,"Jewelry Making, Quilting, Playing Cards"
95,Victoria,Branson,48,Jack,"Playing Cards, Golf"
96,Grace,Seattle,89,Chris,"Board Games, Golf, Playing Cards"
96,Grace,Seattle,89,Emily,"Video Games, Golf"
96,Grace,Seattle,89,Victoria,"Housework, Collecting, Woodworking"
97,Liam,Nashville,64,Kevin,Collecting
97,Liam,Nashville,64,Amelia,"Golf, Playing Cards, Cooking"
97,Liam,Nashville,64,Charlotte,"Reading, Board Games, Genealogy"
97,Liam,Nashville,64,Leo,"Video Games, Writing"
97,Liam,Nashville,64,Nora,"Jewelry Making, Volunteer Work"
98,Mia,Miami Beach,77,Emma,"Podcasts, Movie Watching"
98,Mia,Miami Beach,77,Oliver,"Playing Cards, Fishing, Eating Out"
98,Mia,Miami Beach,77,Emma,"Collecting, Yoga"
98,Mia,Miami Beach,77,Michael,"Bicycling, Team Sports"
98,Mia,Miami Beach,77,Ava,"Watching Sports, Jewelry Making"
98,Mia,Miami Beach,77,Joe,"Video Games, Woodworking, Music"
99,Mateo,Branson,66,Isabella,"Television, Skiing & Snowboarding"
99,Mateo,Branson,66,Noah,"Housework, Running, Podcasts"
100,Camila,Sedona,70,Grace,"Walking, Eating Out, Shopping"
100,Camila,Sedona,70,Charlotte,"Running, Podcasts, Board Games"
101,Chloe,San Diego,78,Mia,"Jewelry Making, Fishing"
101,Chloe,San Diego,78,Jack,"Skiing & Snowboarding, Socializing"
101,Chloe,San Diego,78,Amelia,"Watching Sports, Jewelry Making"
102,Olivia,Seattle,38,Noah,"Collecting, Writing"
102,Olivia,Seattle,38,Robert,"Movie Watching, Music, Yoga"
102,Olivia,Seattle,38,Lucas,"Calligraphy, Church Activities"
102,Olivia,Seattle,38,Camila,"Fishing, Martial Arts, Music"
102,Olivia,Seattle,38,Leo,"Calligraphy, Playing Cards"
103,Olivia,Boston,76,Mia,"Playing Cards, Church Activities, Eating Out"
103,Olivia,Boston,76,Oliver,"Fishing, Golf"
103,Olivia,Boston,76,Sarah,"Running, Housework"
103,Olivia,Boston,76,Luke,"Yoga, Team Sports, Reading"
104,Chris,Orlando,26,Daniel,"Volunteer Work, Watching Sports"
104,Chris,Orlando,26,Sarah,"Jewelry Making, Golf"
104,Chris,Orlando,26,Michael,"Playing Cards, Movie Watching, Dancing"
104,Chris,Orlando,26,Emma,"Board Games, Dancing"
104,Chris,Orlando,26,Daniel,"Woodworking, Team Sports, Calligraphy"
104,Chris,Orlando,26,Elijah,"Church Activities, Jewelry Making, Television"
105,Michelle,Branson,45,Michelle,"Writing, Volunteer Work, Television"
105,Michelle,Branson,45,Amelia,"Playing Cards, Running, Calligraphy"
105,Michelle,Branson,45,Ava,"Painting, Movie Watching"
105,Michelle,Branson,45,Mia,"Shopping, Dancing"
